game,date,player 1,player 2,winner
1062,29,2674,3798,p2
1063,29,2118,3735,p2
1064,29,1467,5034,p1
1065,29,1847,5211,p2
1066,29,2658,5060,p2
1067,29,4628,1801,DRAW
1068,29,1229,2226,p2
1069,29,5708,3698,p1
1070,29,2350,2684,p1
1071,29,486,4591,p1
1072,29,4387,2355,p1
1073,29,2356,790,p2
1074,29,1937,86,p2
1075,29,1187,4576,p2
1076,29,5136,3053,p2
1077,29,2474,2869,p1
1078,29,2867,3159,p2
1079,29,4222,4368,p1
1080,29,632,5325,p2
1081,29,4149,5775,p2
1082,29,1916,1877,p1
1083,29,1098,5724,p2
1084,29,5883,1428,DRAW
1085,29,3115,5392,p1
1086,29,4168,4844,p1
1087,29,632,4368,DRAW
1088,29,2842,2024,p2
1089,29,1362,1010,DRAW
1090,29,2627,3031,p2
1091,29,291,2665,p2
1092,29,4995,1039,p1
1093,29,1442,2361,p2
1094,29,1192,1745,p2
1095,29,849,44,p2
1096,29,5299,1692,p2
1097,29,1507,2989,p1
1098,29,2142,1390,DRAW
1099,29,1082,5437,DRAW
1100,29,5211,1467,p1
1101,29,5060,2314,p2
1102,29,4187,1129,DRAW
1103,29,4591,2684,p2
1104,29,558,2226,DRAW
1105,29,2252,1801,p1
1106,29,3798,5477,DRAW
1107,29,2734,1187,DRAW
1108,29,3923,1429,p2
1109,29,5136,2474,p1
1110,29,5242,5325,p1
1111,29,5060,5437,DRAW
1112,29,2353,5724,p1
1113,29,4781,2349,p1
1114,29,4107,3159,DRAW
1115,29,2142,2989,DRAW
1116,29,1847,1428,p2
1117,29,2869,1877,p2
1118,29,4576,1916,p2
1119,29,291,2665,p2
1120,29,2024,5883,p2
1121,29,1362,3115,DRAW
1122,29,1229,2169,DRAW
1123,29,5392,2627,p2
1124,29,1528,4995,p2
1125,29,3031,4368,p1
1126,29,1751,4671,DRAW
1127,29,2684,5973,p2
1128,29,3731,44,p1
1129,29,1507,3647,p1
1130,29,1467,5211,p1
1131,29,2359,2684,p1
1132,29,3053,4187,p1
1133,29,1692,1801,DRAW
1134,29,5477,2734,DRAW
1135,29,5806,1187,p2
1136,29,2474,2349,p1
1137,29,5060,5136,p1
1138,29,5437,5724,p1
1139,29,1847,4781,p1
1140,29,1877,2989,p1
1141,29,3159,2869,p1
1142,29,1916,1429,p1
1143,29,2142,2152,p2
1144,29,1621,3240,p1
1145,29,4995,2665,p2
1146,29,45,2353,p1
1147,29,1428,2024,p1
1148,29,3864,4121,p1
1149,29,3115,3798,p1
1150,29,3957,3031,p1
1151,29,5392,1079,p2
1152,29,5973,3668,DRAW
1153,29,2357,5325,p1
1154,29,5473,1428,DRAW
1155,29,2358,1528,p1
1156,29,1877,5724,DRAW
1157,29,44,1362,DRAW
1158,29,2356,3879,p1
1159,29,3686,4208,p1
1160,29,849,2359,DRAW
1161,29,5392,304,DRAW
1162,29,1801,2169,DRAW
1163,29,2684,1507,p2
1164,29,4671,2828,p2
1165,29,2734,1187,p2
1166,29,2474,2360,p1
1167,29,3933,1229,DRAW
1168,29,5060,4781,DRAW
1169,29,3053,1847,p1
1170,29,2869,4576,p2
1171,29,3159,5437,p1
1172,29,4997,5857,p2
1173,29,542,1937,DRAW
1174,29,2989,1916,p2
1175,29,4646,1692,p2
1176,29,3798,5477,p2
1177,29,2353,5211,p2
1178,29,3031,2024,p1
1179,29,2665,4995,DRAW
1180,29,1621,3240,p2
1181,29,1428,1429,p1
1182,29,5973,3957,p2
1183,29,44,5442,p1
1184,29,4578,5473,p1
1185,29,422,5325,p1
1186,29,2358,2357,DRAW
1187,29,5891,2356,DRAW
1188,29,321,1877,p2
1189,29,1790,4208,p1
1190,29,5451,5200,DRAW
1191,29,1801,2350,p1
1192,29,2169,3412,p2
1193,29,1187,2684,p1
1194,29,1751,4387,p1
1195,29,3933,2362,p1
1196,29,4368,4781,p2
1197,29,2684,2350,DRAW
1198,29,3159,3603,p1
1199,29,2869,5060,p2
1200,29,5437,1916,p2
1201,29,2353,2024,p1
1202,29,5408,1966,p2
1203,29,243,3031,p2
1204,29,5211,5477,DRAW
1205,29,3446,1364,p1
1206,29,5299,2361,p2
1207,29,1428,4995,p1
1208,29,1429,2252,p2
1209,29,3495,5396,p1
1210,29,3798,2226,p2
1211,29,5973,422,p2
1212,29,1621,5392,DRAW
1213,29,44,3485,p2
1214,29,4578,1877,DRAW
1215,29,5891,5325,p2
1216,29,558,1790,p2
1217,29,321,4208,p1
1218,29,3412,1801,p2
1219,29,5944,2356,p1
1220,29,3933,2320,p1
1221,29,173,1801,DRAW
1222,29,1751,4781,p2
1223,29,2684,4387,p2
1224,29,2353,3159,p2
1225,29,2671,2869,p1
1226,29,4368,1916,p2
1227,29,5437,1966,p2
1228,29,1362,243,p1
1229,29,595,3031,p2
1230,29,2350,5477,p2
1231,29,3730,5408,p1
1232,29,3587,2828,DRAW
1233,29,4995,2665,p2
1234,29,1501,810,DRAW
1235,29,2252,495,p2
1236,29,1429,1428,p2
1237,29,44,3485,p2
1238,29,5392,5891,DRAW
1239,29,1621,5325,p2
1240,29,1429,173,DRAW
1241,29,2142,1528,p2
1242,29,321,4208,DRAW
1243,29,3412,2179,DRAW
1244,29,4578,1783,p2
1245,29,3977,5944,p2
1246,29,2869,3159,p2
1247,29,1396,3933,p1
1248,29,1801,2320,p1
1249,29,4781,2684,p1
1250,29,3943,3923,DRAW
1251,29,5437,1966,p2
1252,29,1277,1874,p1
1253,29,1362,3031,p1
1254,29,3563,1916,p1
1255,29,3647,595,DRAW
1256,29,5577,247,p1
1257,29,4995,2665,p1
1258,29,2350,5506,p1
1259,29,5557,2252,p1
1260,29,5408,3730,p2
1261,29,1156,32,p1
1262,29,1428,1507,p1
1263,29,3504,4576,p2
1264,29,5891,5597,p2
1265,29,44,3485,p2
1266,29,422,5592,p2
1267,29,1229,5325,DRAW
1268,29,3668,1359,DRAW
1269,29,5944,1442,p2
1270,29,1528,3412,DRAW
1271,29,828,2663,p1
1272,29,1396,4208,p1
1273,29,1801,5356,DRAW
1274,29,5004,5392,p1
1275,29,2869,2671,p2
1276,29,4114,4578,p2
1277,29,3478,1501,p2
1278,29,5451,3159,p2
1279,29,2320,3933,p2
1280,29,5357,1966,p2
1281,29,5437,4781,DRAW
1282,29,3977,3031,p2
1283,29,595,1277,p1
1284,29,2684,1916,p2
1285,29,1300,247,p2
1286,29,5235,4620,p1
1287,29,2665,4995,p1
1288,29,5557,1362,p1
1289,29,2355,45,p2
1290,29,5506,2252,p2
1291,29,1156,1022,p1
1292,29,3731,2140,p1
1293,29,1429,1428,p1
1294,29,1507,5408,DRAW
1295,29,44,1874,DRAW
1296,29,475,3485,p2
1297,29,5597,422,p2
1298,29,5592,4576,p2
1299,29,555,2889,p2
1300,29,1528,3412,p1
1301,29,5944,3053,p2
1302,29,2263,1098,DRAW
1303,29,1396,1801,p1
1304,29,5737,2118,p2
1305,29,3159,2320,p2
1306,29,5060,3478,p1
1307,29,2490,5392,p1
1308,29,89,4578,p2
1309,29,2869,4781,DRAW
1310,29,5357,5437,DRAW
1311,29,3933,5004,DRAW
1312,29,3031,3977,p1
1313,29,475,3485,p2
1314,29,1277,1734,DRAW
1315,29,4114,247,p2
1316,29,2355,4732,p2
1317,29,2665,4995,p2
1318,29,5557,1429,DRAW
1319,29,4238,2363,p1
1320,29,1916,1428,p2
1321,29,5597,422,p1
1322,29,5506,45,DRAW
1323,29,2889,5592,p2
1324,29,3412,1507,p2
1325,29,2356,1869,p1
1326,29,4646,2263,p2
1327,29,1801,3859,p2
1328,29,867,559,p2
1329,29,1874,1303,p1
1330,29,4578,400,p1
1331,29,5060,3159,p1
1332,29,5392,3053,p2
1333,29,2320,5034,p2
1334,29,4781,4844,p1
1335,29,3933,5357,p1
1336,29,3031,3485,p2
1337,29,4840,1099,DRAW
1338,29,5437,2350,p2
1339,29,1156,247,p1
1340,30,3957,2355,p1
1341,30,4114,4732,p1
1342,30,5557,2665,p2
1343,30,1429,1916,p1
1344,30,1416,5597,p2
1345,30,4187,5235,p2
1346,30,2629,2276,DRAW
1347,30,595,3987,p1
1348,30,45,1428,DRAW
1349,30,3923,3630,p1
1350,30,4098,1528,p1
1351,30,1362,3859,p2
1352,30,2263,2252,p2
1353,30,1507,291,p2
1354,30,4576,4646,p2
1355,30,4732,4114,p2
1356,30,2889,2409,p2
1357,30,5392,247,p2
1358,30,400,555,p2
1359,30,1039,5357,DRAW
1360,30,3031,3933,DRAW
1361,30,3485,5060,p2
1362,30,1156,5776,p1
1363,30,982,2334,p2
1364,30,2355,4620,p1
1365,30,5737,1916,p2
1366,30,3478,4975,p2
1367,30,4781,5597,p1
1368,30,2350,5408,p1
1369,30,4238,291,p2
1370,30,5557,2665,p1
1371,30,4187,3479,DRAW
1372,30,2276,4387,DRAW
1373,30,1428,1429,p2
1374,30,595,1461,p1
1375,30,3859,2263,p1
1376,30,602,1507,p1
1377,30,3159,4646,p1
1378,30,2409,5323,p1
1379,30,5776,1156,p1
1380,30,2889,459,p2
1381,30,5060,1039,p1
1382,30,3031,400,p1
1383,30,3485,5392,p1
1384,30,2140,247,p2
1385,30,2334,2355,DRAW
1386,30,1916,5737,p1
1387,30,2889,4663,DRAW
1388,30,4781,5597,p2
1389,30,3478,542,p2
1390,30,2490,3494,p1
1391,30,4591,5034,p2
1392,30,3185,5408,p1
1393,30,1203,3987,DRAW
1394,30,2665,2350,p1
1395,30,2791,1364,DRAW
1396,30,5577,4975,p2
1397,30,3499,291,p1
1398,30,3495,2276,DRAW
1399,30,2869,595,p2
1400,30,1429,1428,p1
1401,30,3859,2798,p2
1402,30,2263,1996,p1
1403,30,1507,3159,DRAW
1404,30,5323,3504,DRAW
1405,30,2474,5776,p2
1406,30,5060,1039,p1
1407,30,4844,3031,p2
1408,30,1099,3642,p2
1409,30,3485,247,p1
1410,30,2334,3506,p2
1411,30,5737,5597,p1
1412,30,2889,2118,p2
1413,30,775,5034,p2
1414,30,2490,2276,p2
1415,30,980,2791,p2
1416,30,5597,4000,p2
1417,30,3766,4781,DRAW
1418,30,1429,1428,p2
1419,30,3987,4187,DRAW
1420,30,2355,2350,p2
1421,30,3859,2263,p1
1422,30,5478,2798,DRAW
1423,30,3159,304,DRAW
1424,30,5323,1188,p1
1425,30,5776,2474,p2
1426,30,3478,313,p2
1427,30,1039,1442,DRAW
1428,30,1534,2798,DRAW
1429,30,3642,3031,DRAW
1430,30,2889,828,p2
1431,30,5623,4040,p1
1432,30,4844,247,p2
1433,30,4703,828,DRAW
1434,30,3485,5669,DRAW
1435,30,2334,5737,p1
1436,30,4232,2118,p2
1437,30,2874,1099,DRAW
1438,30,5034,775,p1
1439,30,980,2490,p2
1440,30,4000,2276,DRAW
1441,30,3766,1801,p1
1442,30,1692,3731,p2
1443,30,1187,2109,p1
1444,30,5088,3987,p1
1445,30,3859,2355,p1
1446,30,2263,4781,p2
1447,30,5323,304,p1
1448,30,3478,2350,p2
1449,30,5776,3159,p1
1450,30,1442,3977,p1
1451,30,559,1874,p2
1452,30,1847,4624,p1
1453,30,1039,3031,p1
1454,30,2798,3642,p1
1455,30,4121,2889,p1
1456,30,247,2179,p2
1457,30,4703,5669,p1
1458,30,1841,2474,p2
1459,30,4232,2118,p2
1460,30,542,3240,p1
1461,30,2334,5837,p1
1462,30,4187,1066,p2
1463,30,2874,4181,DRAW
1464,30,2359,849,p1
1465,30,980,1821,p1
1466,30,2276,3494,p2
1467,30,1801,5034,p2
1468,30,3766,775,p1
1469,30,2490,1187,p1
1470,30,2791,4121,p1
1471,30,2355,3159,DRAW
1472,30,3859,5392,p1
1473,30,2263,5323,p1
1474,30,1300,2350,p2
1475,30,3485,3987,p1
1476,30,602,5776,DRAW
1477,30,1692,1303,p1
1478,30,1039,3031,DRAW
1479,30,3977,2798,p2
1480,30,247,2889,p1
1481,30,5669,4703,p2
1482,30,4080,3731,p1
1483,30,1841,4187,p1
1484,30,1066,2182,p2
1485,30,2263,3453,p1
1486,30,980,1821,p1
1487,30,3923,1801,p1
1488,30,3766,26,p1
1489,30,5034,1187,p2
1490,30,4392,775,DRAW
1491,30,2490,2791,DRAW
1492,30,2474,1874,p1
1493,30,1126,3159,p1
1494,30,2869,5408,DRAW
1495,30,4390,4591,DRAW
1496,30,5776,602,p1
1497,30,2355,2103,p2
1498,30,3987,4029,p2
1499,30,2334,1692,p2
1500,30,3031,3499,p2
1501,30,3859,1039,p2
1502,30,247,3977,p1
1503,30,2889,542,p1
1504,30,4703,5669,p1
1505,30,1841,2327,p1
1506,30,1534,4326,DRAW
1507,30,4080,1300,p1
1508,30,4187,5451,p2
1509,30,2669,1066,p2
1510,30,980,2263,p2
1511,30,4844,775,DRAW
1512,30,1187,2791,p1
1513,30,58,1188,p1
1514,30,5034,2474,p2
1515,30,2490,3159,p1
1516,30,475,1126,p2
1517,30,2103,2160,p2
1518,30,3031,5776,p2
1519,30,5408,1692,p2
1520,30,2334,1039,DRAW
1521,30,4593,3240,DRAW
1522,30,4029,3859,p2
1523,30,247,2889,p1
1524,30,3512,3977,p1
1525,30,1841,5096,p1
1526,30,4080,4703,p1
1527,30,4187,5451,DRAW
1528,30,2669,1066,p1
1529,30,1188,3159,p2
1530,30,5392,1187,p2
1531,30,775,5060,p2
1532,30,2791,3731,p2
1533,30,4844,1126,p2
1534,30,2263,3647,p1
1535,30,5088,5034,DRAW
1536,30,2103,2490,p2
1537,30,5669,3031,p1
1538,30,1692,5776,p2
1539,30,2409,1874,p1
1540,30,3859,1039,p1
1541,30,4029,4223,DRAW
1542,30,2889,3512,p2
1543,30,3031,2103,DRAW
1544,30,3560,3977,p1
1545,30,4232,1973,p2
1546,30,4703,1841,p1
1547,30,3159,1066,DRAW
1548,30,1187,3487,p2
1549,30,5060,4326,p1
1550,30,542,5407,DRAW
1551,30,2791,3731,p2
1552,30,5088,2643,p1
1553,30,5034,2263,p1
1554,30,2409,5383,DRAW
1555,30,5776,4029,p1
1556,30,3859,2490,p1
1557,30,247,3512,DRAW
1558,30,1874,297,p1
1559,30,5396,2103,p1
1560,30,3563,2874,p1
1561,30,3977,5669,DRAW
1562,30,5408,2355,p1
1563,30,2334,3240,p1
1564,30,1234,615,p2
1565,30,3923,5451,p1
1566,30,4703,2161,DRAW
1567,30,1841,3159,p2
1568,30,3654,1922,p1
1569,30,1187,5407,p1
1570,30,2129,5060,p2
1571,30,2643,542,p1
1572,30,5060,2129,DRAW
1573,30,5088,4802,p2
1574,30,4029,5034,p2
1575,30,2490,3731,p1
1576,30,3859,247,p1
1577,30,3512,5125,p1
1578,30,5669,2874,p1
1579,30,5396,775,p1
1580,30,3977,2103,p1
1581,30,5408,2355,DRAW
1582,30,1303,297,p2
1583,30,2334,3923,DRAW
1584,30,615,4703,DRAW
1585,30,2874,5776,DRAW
1586,30,4232,988,p1
1587,30,1841,1126,p2
1588,30,2182,1187,p1
1589,30,5654,4572,p1
1590,30,2263,5060,p2
1591,30,2648,4029,p2
1592,30,5034,247,p2
1593,30,5396,5669,p1
1594,30,3731,3859,p2
1595,30,3512,2103,p1
1596,30,297,1798,DRAW
1597,30,615,799,DRAW
1598,30,2355,3923,p2
1599,30,2874,3487,p2
1600,30,988,2625,p2
1601,30,1841,4576,p2
1602,30,2182,1187,p1
1603,30,5437,3654,p2
1604,30,3977,4781,p2
1605,30,1847,537,p1
1606,30,2643,1066,p1
1607,30,4029,2648,DRAW
1608,30,2263,5034,p2
1609,30,5669,5060,p2
1610,30,4094,3512,p2
1611,30,3504,3859,p1
1612,30,3495,615,p1
1613,30,1798,2355,DRAW
1614,30,3487,2625,p2
1615,30,988,1841,p2
1616,30,3512,2169,p1
1617,30,4576,535,p2
1618,30,5437,1847,p2
1619,30,3977,4781,p2
1620,30,2409,4583,p1
1621,30,2643,4029,p1
1622,30,2648,5669,DRAW
1623,30,5034,2263,DRAW
1624,30,3495,5060,p2
1625,30,3859,3504,DRAW
1626,30,2355,1798,p2
1627,30,2090,3487,p1
1628,30,3512,1187,p1
1629,30,4576,2625,DRAW
1630,30,1841,5408,p1
1631,30,2179,1303,p1
1632,30,4781,3731,DRAW
1633,30,3977,2160,DRAW
1634,30,4590,2409,p2
1635,30,4029,5944,p1
1636,30,2263,5034,p2
1637,30,243,5669,p2
1638,30,5686,5408,p2
1639,30,3504,3859,p2
1640,30,1798,3487,p2
1641,30,2090,2355,p1
1642,30,1187,3512,p2
1643,30,243,3635,p2
1644,30,4266,3731,p1
1645,30,4781,4576,p2
1646,30,1841,1428,p2
1647,30,2869,2646,p2
1648,30,4029,2625,p2
1649,30,3904,2263,p1
1650,30,5034,5669,p1
1651,30,2874,5408,DRAW
1652,30,5478,537,p2
1653,30,4727,3859,p2
1654,30,1234,1798,p2
1655,30,302,4020,p1
1656,30,1187,3512,p2
1657,30,2345,3635,p2
1658,30,2355,2643,DRAW
1659,30,302,4020,DRAW
1660,30,413,4094,p1
1661,30,343,5408,DRAW
1662,30,3667,3731,p2
1663,30,4781,1841,p2
1664,30,1995,2365,DRAW
1665,30,1810,4029,p1
1666,30,4266,1428,p2
1667,30,2625,2160,DRAW
1668,30,5669,2263,p2
1669,30,5034,537,p1
1670,30,3859,2646,p1
1671,30,1187,1798,p1
1672,30,3635,5408,DRAW
1673,30,1303,2643,p2
1674,30,302,3987,p1
1675,30,2355,343,DRAW
1676,30,5654,5478,DRAW
1677,30,988,4663,p2
1678,30,1841,4781,p1
1679,30,1995,4390,p2
1680,30,3731,2365,p1
1681,30,5669,1428,p2
1682,30,3453,4266,p2
1683,30,2263,2050,p1
1684,30,4392,5737,p2
1685,30,3859,2646,p1
1686,30,1428,5737,DRAW
1687,30,3925,537,p2
1688,30,3635,2643,p2
1689,30,5737,1428,DRAW
1690,30,2355,302,p1
1691,30,542,1847,p2
1692,30,5654,4476,p1
1693,30,4781,1841,DRAW
1694,30,4029,4390,p2
1695,30,1995,4663,p1
1696,30,3731,3987,DRAW
1697,30,3129,5669,p1
1698,30,4392,4613,p2
1699,30,1187,2263,p1
1700,30,3711,3453,p1
1701,30,4266,3859,p2
1702,30,3499,2869,p1
1703,30,4476,542,p1
1704,30,2324,343,p1
1705,30,3859,542,DRAW
1706,30,1428,5034,p1
1707,30,1692,5737,p2
1708,30,4134,988,p1
1709,30,302,3447,DRAW
1710,30,5557,2160,p1
1711,30,4134,1692,p2
1712,30,5669,4781,p1
1713,30,1995,3731,p1
1714,30,5034,3859,p2
1715,30,4392,4613,p1
1716,30,2263,4029,p1
1717,30,3710,3453,p1
1718,30,302,2160,DRAW
1719,30,3499,4476,p1
1720,30,3711,2324,p1
1721,30,4266,1428,p1
1722,30,2869,5737,p1
1723,30,3731,4253,p1
1724,30,4781,5557,p2
1725,30,1995,1692,p1
1726,30,3731,1428,DRAW
1727,30,5557,4781,DRAW
1728,30,3453,4392,p2
1729,30,343,5577,p2
1730,30,2160,3710,p1
1731,30,2263,4029,p1
1732,30,5737,4476,p2
1733,30,4266,4951,DRAW
1734,30,4951,4476,DRAW
1735,30,1692,1428,p2
1736,30,988,4383,p2
1737,30,1234,1126,p2
1738,30,5557,3731,p1
1739,30,5396,4781,p2
1740,30,3710,4631,p1
1741,30,2263,2160,DRAW
1742,30,4029,2324,p2
1743,30,2365,3711,p2
1744,30,5737,4476,DRAW
1745,30,612,406,p2
1746,30,1428,4266,p1
1747,30,1692,3731,p2
1748,30,4781,4383,p2
1749,30,5557,3711,p1
1750,30,4029,2324,DRAW
1751,30,4476,1103,DRAW
1752,30,5737,612,p2
1753,30,4781,1692,DRAW
1754,30,1976,4392,p1
1755,30,3488,2355,p1
1756,30,542,5396,p2
1757,30,2324,4029,p1
1758,30,537,505,DRAW
1759,30,5004,3678,p1
1760,30,5396,542,DRAW
1761,30,4924,2869,DRAW
1762,30,4253,4476,DRAW
1763,30,5737,1234,DRAW
1764,30,4802,1692,p1
1765,30,4781,3495,p2
1766,30,1976,4392,p1
1767,30,2324,542,p2
1768,30,505,537,p1
1769,30,2355,5396,p2
1770,30,3710,5125,p1
1771,30,5737,5776,p2
1772,30,4253,4387,p1
1773,30,505,5125,p2
1774,30,4802,4781,p1
1775,30,5924,2324,p1
1776,30,5007,2068,DRAW
1777,30,2355,3093,DRAW
1778,30,5737,1177,p1
1779,30,542,4387,p1
1780,30,5125,2365,p1
1781,30,2315,2937,p1
1782,30,3488,4781,DRAW
1783,30,505,4802,p2
1784,30,3448,2869,p2
1785,30,3093,5125,p2
1786,30,3499,5007,DRAW
1787,30,5007,4916,DRAW
1788,30,4387,2315,p1
1789,30,1234,3488,p2
1790,30,2315,5007,DRAW
1791,30,1810,505,p1
1792,30,2937,4641,p2
1793,30,4781,2068,p2
1794,30,1506,3448,p1
1795,30,5125,3710,DRAW
1796,30,4114,3093,p2
1797,30,5125,3448,DRAW
1798,30,3453,4387,DRAW
1799,30,2869,4802,DRAW
1800,30,2916,1234,p1
1801,30,3499,505,p1
1802,30,2315,3378,p1
1803,30,2937,4631,p2
1804,30,3710,3093,DRAW
1805,30,3678,3448,p2
1806,30,5125,3749,p1
1807,30,3453,537,p1
1808,30,4387,2324,DRAW
1809,30,4322,505,p1
1810,30,3499,1234,p1
1811,30,2315,3710,p2
1812,30,3453,5125,p2
1813,30,4322,505,p1
1814,30,3378,2324,p2
1815,30,2869,3499,DRAW
1816,30,3093,3749,p1
1817,30,4114,5737,p2
1818,30,4743,3710,p2
1819,30,2916,3939,DRAW
1820,30,5125,2315,p1
1821,30,5473,4322,p2
1822,30,2869,3499,p2
1823,30,2324,3093,p2
1824,30,3053,5557,p2
1825,30,1884,4322,p2
1826,30,505,5737,DRAW
1827,30,868,3957,p2
1828,30,4114,3710,p2
1829,30,5125,4743,p1
1830,30,537,3904,DRAW
1831,30,3093,2869,p1
1832,30,2324,3939,p2
1833,30,3053,3749,p1
1834,30,4322,5557,p2
1835,30,3710,4743,p1
1836,30,505,3957,p1
1837,30,4114,868,DRAW
1838,30,537,5125,p2
1839,30,3731,1847,p2
1840,30,2869,3093,DRAW
1841,30,4322,803,p1
1842,30,5557,3053,p1
1843,30,1506,3749,p1
1844,30,2324,5737,p1
1845,30,505,2068,p1
1846,30,4114,868,p1
1847,30,537,2490,DRAW
1848,30,3731,3093,p2
1849,30,3053,4322,p2
1850,30,5557,5737,p1
1851,30,2068,505,p2
1852,30,2324,4114,p1
1853,30,2490,5478,DRAW
1854,30,3453,3731,DRAW
1855,30,3053,3093,DRAW
1856,30,5737,4322,p2
1857,30,505,5557,p2
1858,30,868,537,DRAW
1859,30,2324,4114,p1
1860,30,2490,5069,p1
1861,30,5088,3453,p2
1862,30,4322,3093,p1
1863,30,5571,867,DRAW
1864,30,537,868,DRAW
1865,30,3731,5557,p2
1866,30,4029,4545,p1
1867,30,2490,5069,p1
1868,30,5088,3453,p2
1869,30,4322,5571,p1
1870,30,3731,4545,p1
1871,30,4029,5069,p2
1872,30,2490,5557,p2
1873,30,3453,5088,p2
1874,30,2068,4116,p2
1875,30,867,5571,p2
1876,30,5715,5069,p1
1877,30,2490,5088,p1
1878,30,2068,2913,p1
1879,30,4326,4116,p1
1880,30,5557,2160,p1
1881,30,5715,867,p1
1882,30,5069,4743,p1
1883,30,1528,5088,p2
1884,30,2490,3939,p1
1885,30,4116,2068,DRAW
1886,30,4326,2160,DRAW
1887,30,5715,5069,p1
1888,30,4743,2913,DRAW
1889,30,1528,5088,p1
1890,30,4979,867,p1
1891,30,1506,5571,p2
1892,30,2490,5557,p2
1893,30,4116,3939,DRAW
1894,30,2160,4326,DRAW
1895,30,1103,2068,p2
1896,30,4423,5820,p2
1897,30,1528,2068,p2
1898,30,1810,5715,DRAW
1899,30,5571,867,p1
1900,30,2913,4743,p2
1901,30,2490,5557,p2
1902,30,3939,4429,DRAW
1903,30,4116,4326,p1
1904,30,5715,2068,p2
1905,30,2160,4386,p1
1906,30,2490,5571,p1
1907,30,3939,4116,p1
1908,30,2160,5557,p2
1909,30,3939,4116,p2
1910,30,2068,2490,DRAW
1911,30,2068,1506,p2
1912,30,4116,3939,p2
1913,30,5557,2490,p1
1914,30,2068,4392,p1
1915,30,4116,3939,p1
1916,30,5557,2490,p1
1917,30,3390,4392,p2
1918,30,5521,1506,DRAW
1919,30,5055,2160,DRAW
1920,30,3173,3939,p2
1921,30,4116,2490,p1
1922,30,5521,3390,p1
1923,30,4392,1506,p1
1924,30,3173,3939,p2
1925,30,4116,2490,DRAW
1926,30,5521,1506,p1
1927,30,3173,4376,p2
1928,30,2490,3939,DRAW
1929,30,1243,1345,p2
1930,30,5521,3173,p1
1931,30,2490,1506,p1
1932,30,4255,4376,p2
1933,30,1345,5693,DRAW
1934,30,5521,2490,p1
1935,30,1345,3173,DRAW
1936,30,2490,5521,p1
1937,30,5521,2490,DRAW
1938,30,3173,4376,p2
1939,30,4432,5521,p1
1940,30,4376,3173,p1
1941,30,1373,1345,p2
1942,30,4432,867,p1
1943,30,5521,4376,p2
1944,30,3173,1345,p2
1945,30,3173,5674,DRAW
1946,30,4376,867,p1
1947,30,5521,840,p2
1948,30,5674,4432,DRAW
1949,30,840,4217,p1
1950,30,3378,5782,p2
1951,30,5521,3618,DRAW
1952,30,5644,382,DRAW
1953,30,5521,3237,p1
1954,30,1357,967,p1
1955,30,382,5644,DRAW
1956,30,5521,4916,p1
1957,30,5521,967,DRAW
1958,30,5674,4376,p2
1959,30,2547,938,DRAW
1960,30,867,903,DRAW
1961,30,5693,2933,DRAW
1962,30,967,2300,p1
1963,30,5674,4376,p2
1964,30,967,2933,p1
1965,30,382,4916,p1
1966,30,4130,903,p1
1967,30,2399,2547,p1
1968,30,5693,4415,p2
1969,30,5674,1412,DRAW
1970,30,967,2300,p1
1971,30,2399,2342,p1
1972,30,4387,4392,p2
1973,30,4508,3057,p1
1974,30,2211,2547,p1
1975,30,5693,3775,p1
1976,30,5674,773,DRAW
1977,30,4547,2399,p2
1978,30,967,903,DRAW
1979,30,3057,382,p2
1980,30,4392,4387,p2
1981,30,4134,1412,p2
1982,30,4916,4508,p2
1983,30,2211,5693,p1
1984,30,903,4387,p1
1985,30,868,4130,p2
1986,30,5674,2494,p2
1987,30,4547,2399,DRAW
1988,30,967,4384,p1
1989,30,3057,382,p1
1990,30,4392,4508,DRAW
1991,30,2521,2547,DRAW
1992,30,1412,3775,p1
1993,30,903,2211,p2
1994,30,1345,868,DRAW
1995,30,2399,3057,p1
1996,30,2300,4508,DRAW
1997,30,2211,1412,DRAW
1998,30,840,1345,DRAW
1999,30,868,3775,p1
2000,30,3057,1103,p2
2001,30,4392,148,p1
2002,30,5759,4508,p1
2003,30,2399,4133,p1
2004,30,1109,1412,p1
2005,30,868,1345,p2
2006,30,4942,2494,DRAW
2007,30,3057,2478,p2
2008,30,4508,5759,p1
2009,30,1412,1109,DRAW
2010,30,1103,148,p1
2011,30,3168,2399,DRAW
2012,30,4392,2547,p1
2013,30,967,4387,p1
2014,30,2521,382,p1
2015,30,4508,4547,p2
2016,30,148,2494,p2
2017,30,4392,2547,p2
2018,30,4387,1197,p1
2019,30,4508,5536,p1
2020,30,2521,967,p2
2021,30,868,148,DRAW
2022,30,2494,1103,p2
2023,30,1183,2478,DRAW
2024,30,2665,4392,p1
2025,30,1197,2547,p2
2026,30,867,2521,p1
2027,30,3168,4130,p2
2028,30,2834,967,p1
2029,30,5536,2494,p1
2030,30,868,148,p1
2031,30,1103,1183,p1
2032,30,2665,4392,p1
2033,30,853,3404,p1
2034,30,2834,4566,DRAW
2035,30,2399,2478,DRAW
2036,30,2521,4130,DRAW
2037,30,5536,2494,p2
2038,30,148,868,p1
2039,30,967,4099,p1
2040,30,1103,2547,p1
2041,30,4392,2665,p2
2042,30,2399,2478,p1
2043,30,2521,3168,DRAW
2044,30,4168,5536,DRAW
