game,date,player 1,player 2,winner
2571,31,2263,4414,0
2572,31,2900,4978,2
2573,31,4149,4613,2
2574,31,3538,4781,2
2575,31,817,5645,0
2576,31,3479,106,1
2577,31,4149,3538,2
2578,31,4613,4978,2
2579,31,4781,5860,0
2580,31,623,5645,0
2581,31,3538,4149,0
2582,31,795,4303,1
2583,31,106,4469,2
2584,31,4978,4613,0
2585,31,3488,4303,0
2586,31,2160,938,0
2587,31,1506,5478,1
2588,31,4576,2887,0
2589,31,4469,4978,2
2590,31,106,4149,0
2591,31,5114,3775,0
2592,31,5645,4255,0
2593,31,3538,4781,2
2594,31,382,4613,2
2595,31,4576,2263,0
2596,31,2263,4613,1
2597,31,2887,3749,0
2598,31,5478,4469,2
2599,31,4978,3775,0
2600,31,4149,5114,0
2601,31,106,3538,2
2602,31,4613,1529,2
2603,31,3487,4576,2
2604,31,2392,2887,2
2605,31,4149,3538,0
2606,31,348,3749,0
2607,31,106,4978,2
2608,31,5478,4469,2
2609,31,3749,106,2
2610,31,429,4590,1
2611,31,3775,4841,2
2612,31,2392,2887,2
2613,31,106,4469,0
2614,31,4576,3487,0
2615,31,106,5534,1
2616,31,348,4149,0
2617,31,4841,3775,0
2618,31,3616,4781,1
2619,31,3028,2887,0
2620,31,3488,5534,0
2621,31,4149,2008,0
2622,31,4613,2513,2
2623,31,4978,4469,0
2624,31,106,4576,2
2625,31,3616,4781,1
2626,31,3488,4149,0
2627,31,2008,5007,2
2628,31,382,3488,2
2629,31,5534,2513,0
2630,31,4149,106,0
2631,31,3616,5007,1
2632,31,1836,5069,2
2633,31,5007,3616,1
2634,31,2513,5534,2
2635,31,5007,3616,2
2636,31,5534,2021,2
2637,31,3173,5571,2
2638,31,1836,5098,2
2639,31,5007,2324,2
2640,31,5534,2021,2
2641,31,5571,3173,0
2642,31,3821,2021,2
2643,31,652,1836,2
2644,31,4576,5007,2
2645,31,4976,4899,0
2646,31,1313,3173,0
2647,31,652,1836,2
2648,31,4576,5007,2
2649,31,2889,4545,2
2650,31,3821,4429,2
2651,31,3173,1836,2
2652,31,5007,903,0
2653,31,652,4899,0
2654,31,1202,2392,0
2655,31,2889,3173,0
2656,31,5534,652,0
2657,31,4216,4899,0
2658,31,5007,2324,0
2659,31,1202,345,2
2660,31,2889,5534,2
2661,31,5007,4216,2
2662,31,3173,2392,0
2663,31,4576,5534,0
2664,31,4216,938,0
2665,31,2889,4157,1
2666,31,3173,3819,2
2667,31,5782,4576,2
2668,31,3173,3819,2
2669,31,1202,2889,2
2670,31,4157,4979,2
2671,31,1202,4216,2
2672,31,2972,4157,0
2673,31,5680,5674,0
2674,31,5040,5534,0
2675,31,5680,367,0
2676,31,1202,5069,2
2677,31,5040,5534,0
2678,31,4508,4309,0
2679,31,2972,938,0
2680,31,5069,2160,0
2681,31,5680,1563,0
2682,31,2160,5069,0
2683,31,5040,2972,0
2684,31,5534,4508,2
2685,31,4309,5680,2
2686,31,2456,2160,0
2687,31,2054,367,0
2688,31,5543,3749,2
2689,31,5680,2324,0
2690,31,5534,2398,2
2691,31,1202,5644,2
2692,31,5659,2456,2
2693,31,5007,4508,0
2694,31,4932,2160,2
2695,31,4547,4309,0
2696,31,2392,2054,2
2697,31,2456,5543,0
2698,31,2398,840,2
2699,31,2324,3749,0
2700,31,2398,5680,1
2701,31,2392,4547,2
2702,31,2456,5543,0
2703,31,5644,4508,2
2704,31,2054,4309,2
2705,31,2160,2834,0
2706,31,4932,5035,2
2707,31,3749,2324,2
2708,31,5680,2465,0
2709,31,4508,5311,0
2710,31,4309,5035,2
2711,31,2392,367,2
2712,31,2456,2398,0
2713,31,4565,5311,0
2714,31,1202,3404,2
2715,31,2160,5644,0
2716,31,4508,4309,2
2717,31,4130,5680,0
2718,31,5680,4130,1
2719,31,5035,5543,0
2720,31,1202,3788,2
2721,31,4565,2136,2
2722,31,2398,2456,2
2723,31,2392,3869,2
2724,31,4565,5035,2
2725,31,5680,2491,2
2726,31,4309,5680,1
2727,31,1118,5659,0
2728,31,4508,1256,0
2729,31,4565,3869,2
2730,31,2392,5035,2
2731,31,2192,2456,0
2732,31,2136,1724,2
2733,31,1118,5849,0
2734,31,4309,5035,2
2735,31,1256,4130,2
2736,31,3746,1724,2
2737,31,4130,5035,2
2738,31,2456,2192,2
2739,31,5659,4565,2
2740,31,3908,2136,0
2741,31,5069,1256,0
2742,31,5849,4123,0
2743,31,2192,3746,0
2744,31,1724,4222,0
2745,31,4309,4130,2
2746,31,555,2192,2
2747,31,4123,5849,2
2748,31,1256,5069,2
2749,31,969,4885,0
2750,31,1724,4222,0
2751,31,4309,2192,2
2752,31,5849,3869,0
2753,31,5069,5728,2
2754,31,2834,4309,0
2755,31,1118,4565,2
2756,31,4123,1256,0
2757,31,5849,4220,0
2758,31,969,4925,0
2759,31,2192,4222,0
2760,31,4565,4309,0
2761,31,2192,4222,0
2762,31,4220,969,0
2763,31,4565,5849,2
2764,31,408,5069,2
2765,31,3811,1164,2
2766,31,2329,59,2
2767,31,4220,802,0
2768,31,967,2192,2
2769,31,4565,870,2
2770,31,1422,2928,2
2771,31,802,59,2
2772,31,562,967,0
2773,31,5849,5069,1
2774,31,3943,4565,0
2775,31,4220,2192,0
2776,31,2329,4487,2
2777,31,962,2863,2
2778,31,779,562,2
2779,31,5728,5849,2
2780,31,870,59,0
2781,31,4130,2392,0
2782,31,4220,3943,0
2783,31,779,562,2
2784,31,962,4010,0
2785,31,4565,4299,2
2786,31,5849,5728,0
2787,31,4220,3729,0
2788,31,4299,4565,0
2789,31,2392,5529,1
2790,31,562,962,0
2791,31,5728,5849,2
2792,31,3729,4010,0
2793,31,3742,3065,0
2794,31,562,4220,0
2795,31,2392,5728,2
2796,31,962,4910,0
2797,31,967,2192,2
2798,31,5060,5849,0
2799,31,4565,4204,2
2800,31,5529,4299,2
2801,31,962,4429,2
2802,31,5728,562,2
2803,31,2763,4261,0
2804,31,967,3230,0
2805,31,4309,2913,0
2806,31,2392,4487,2
2807,31,5849,962,0
2808,31,2192,3742,2
2809,31,2681,5529,0
2810,31,4299,4565,0
2811,31,2763,4261,0
2812,31,1730,2913,0
2813,31,5034,5849,0
2814,31,612,1256,1
2815,31,4859,5205,1
2816,31,962,4267,1
2817,31,2681,5529,0
2818,31,1730,1256,0
2819,31,4299,180,2
2820,31,2913,4261,2
2821,31,3178,962,0
2822,31,3742,796,0
2823,31,2192,1345,0
2824,31,3729,4299,2
2825,31,2681,1730,2
2826,31,3178,962,0
2827,31,5534,3742,2
2828,31,1256,4309,0
2829,31,2638,5529,2
2830,31,2763,180,2
2831,31,962,233,0
2832,31,4299,3729,2
2833,31,5034,2192,0
2834,31,2681,2351,2
2835,31,2681,5543,1
2836,31,3742,2521,0
2837,31,5529,1730,2
2838,31,962,3729,2
2839,31,881,870,0
2840,31,5534,5246,0
2841,31,2521,4859,2
2842,31,5205,4508,2
2843,31,1550,4470,0
2844,31,4299,2192,2
2845,31,233,639,0
2846,31,870,2482,0
2847,31,3729,2034,0
2848,31,1730,962,0
2849,31,4547,5849,2
2850,31,5534,2406,2
2851,31,4547,4584,2
2852,31,2521,5205,2
2853,31,2665,5849,0
2854,31,4299,5552,0
2855,31,3729,1118,0
2856,31,4508,2192,2
2857,31,3155,4088,2
2858,31,5386,2034,0
2859,31,5205,5849,2
2860,31,4168,2521,0
2861,31,2406,4584,0
2862,31,2192,3729,0
2863,31,4469,4919,0
2864,31,5386,4014,0
2865,31,4508,4088,2
2866,31,3733,4547,2
2867,31,2192,4216,1
2868,31,2324,4698,1
2869,31,126,233,2
2870,31,1118,2008,0
2871,31,4014,5386,2
2872,31,3729,4584,2
2873,31,639,976,2
2874,31,4121,4584,1
2875,31,126,2392,0
2876,31,1256,2521,2
2877,31,2998,1730,0
2878,31,2914,3749,0
2879,31,4508,4216,2
2880,31,2406,2351,0
2881,31,233,1858,0
2882,31,5850,3683,0
2883,31,5386,5307,0
2884,31,5311,2192,2
2885,31,5782,126,2
2886,31,4584,976,0
2887,31,1256,3742,2
2888,31,5829,2008,2
2889,31,627,1097,2
2890,31,4547,1858,0
2891,31,3101,2335,0
2892,31,126,1672,0
2893,31,3683,5386,2
2894,31,4508,1730,2
2895,31,2192,5307,0
2896,31,2847,2392,0
2897,31,3742,2008,0
2898,31,1267,639,2
2899,31,2914,3749,2
2900,31,5911,1048,0
2901,31,2192,4508,0
2902,31,1256,175,2
2903,31,2406,2998,0
2904,31,5386,3541,0
2905,31,2008,2847,0
2906,31,747,1190,2
2907,31,5307,1730,2
2908,31,1858,4469,2
2909,31,1620,191,0
2910,31,5027,1267,0
2911,31,2914,639,2
2912,31,126,1672,1
2913,31,1048,4508,0
2914,31,2354,5911,2
2915,31,1842,5386,2
2916,31,1730,2406,0
2917,31,2998,2847,0
2918,31,2135,175,2
2919,31,4962,2665,2
2920,31,2929,2986,0
2921,31,2914,3742,2
2922,31,126,639,0
2923,31,4508,5911,2
2924,31,2406,5386,2
2925,31,4303,1620,2
2926,31,1345,5069,2
2927,31,2998,5205,2
2928,31,1267,4132,2
2929,31,5911,4508,0
2930,31,5067,1026,0
2931,31,126,639,0
2932,31,921,3487,2
2933,31,1164,5027,1
2934,31,2406,2665,2
2935,31,5386,3218,2
2936,31,5205,4995,2
2937,31,5067,4508,0
2938,31,4995,5543,0
2939,31,2665,2406,0
2940,31,1097,1842,1
2941,31,2986,2135,2
2942,31,126,756,0
2943,31,644,4247,2
2944,31,5761,1267,0
2945,31,5608,3218,2
2946,31,4962,5911,2
2947,31,650,1620,1
2948,31,4995,5067,0
2949,31,5386,5205,2
2950,31,4299,5890,0
2951,31,921,3101,0
2952,31,650,5742,2
2953,31,5001,280,0
2954,31,5124,5608,0
2955,31,737,4508,2
2956,31,1030,5205,0
2957,31,3218,2506,0
2958,31,5911,1620,0
2959,31,4247,126,2
2960,31,1719,5761,2
2961,31,5067,2135,0
2962,31,4962,2665,2
2963,31,5205,5124,2
2964,31,650,5608,2
2965,31,4303,3101,2
2966,31,5386,4995,0
2967,31,2288,2506,2
2968,31,4508,5890,2
2969,31,2350,1043,0
2970,31,126,3909,0
2971,31,5067,747,0
2972,31,5001,639,2
2973,31,644,1579,2
2974,31,2998,2744,0
2975,31,1030,1620,0
2976,31,627,5890,2
2977,31,4995,3904,0
2978,31,2665,4962,0
2979,31,5608,5124,0
2980,31,2380,747,2
2981,31,1724,126,2
2982,31,3101,4303,0
2983,31,280,5205,2
2984,31,3909,4508,0
2985,31,4814,2409,2
2986,31,639,1620,0
2987,31,1043,2350,0
2988,31,1276,2447,2
2989,31,3221,2506,0
2990,31,3909,2665,2
2991,31,126,1667,0
2992,31,5124,4995,2
2993,31,3039,627,0
2994,31,5890,1030,2
2995,31,2409,4508,0
2996,31,4390,747,0
2997,31,963,90,0
2998,31,2350,3221,0
2999,31,126,3909,2
3000,31,3723,2643,0
3001,31,3904,3754,0
3002,31,1164,2380,1
3003,31,5608,1724,0
3004,31,1043,4220,0
3005,31,627,1030,2
3006,31,4508,2409,2
3007,31,639,1620,2
3008,31,2447,2506,2
3009,31,2954,4247,2
3010,31,2187,1667,2
3011,31,5405,5124,2
3012,31,1048,2350,0
3013,31,1030,2447,2
3014,31,2643,387,2
3015,31,4803,2380,0
3016,31,3909,3221,0
3017,31,4303,3101,1
3018,31,5034,4995,2
3019,31,2998,1048,0
3020,31,2187,1667,2
3021,31,4508,1043,2
3022,31,2506,639,2
3023,31,5339,2863,2
3024,31,5339,5526,1
3025,31,3909,3221,0
3026,31,3221,2444,1
3027,31,3878,4995,2
3028,31,1030,5446,0
3029,31,779,2350,0
3030,31,3101,3667,1
3031,31,5339,639,2
3032,31,1667,4698,0
3033,31,4168,3909,2
3034,31,2175,3626,2
3035,31,653,4508,1
3036,31,4995,3878,0
3037,31,5205,1667,2
3038,31,2192,1256,0
3039,31,779,2998,2
3040,31,1974,2350,0
3041,31,4168,3909,2
3042,31,3101,4232,0
3043,31,2444,5098,0
3044,31,4216,2998,2
3045,31,2192,4508,0
3046,31,921,1030,2
3047,31,4995,3878,0
3048,31,1524,5098,1
3049,31,3476,1667,2
3050,31,239,2350,0
3051,31,3854,2447,2
3052,31,3683,2863,0
3053,31,5543,3746,2
3054,31,779,649,2
3055,31,3926,639,2
3056,31,5205,5339,0
3057,31,4508,2081,2
3058,31,4168,3909,2
3059,31,2791,5446,0
3060,31,5098,1030,2
3061,31,1935,59,2
3062,31,2192,2643,0
3063,31,463,5205,0
3064,31,3854,2350,2
3065,31,1667,5442,0
3066,31,5446,5295,2
3067,31,1048,3534,2
3068,31,3878,4400,0
3069,31,585,3746,2
3070,31,649,3926,2
3071,31,779,445,2
3072,31,2998,1467,2
3073,31,4121,4547,2
3074,31,2447,3683,1
3075,31,2196,4232,0
3076,31,59,5911,2
3077,31,1667,5124,0
3078,31,2643,463,0
3079,31,1256,4695,2
3080,31,2350,2192,2
3081,31,3909,5098,0
3082,31,5446,5295,1
3083,31,3534,4045,2
3084,31,3878,762,0
3085,31,4547,4508,2
3086,31,2998,2447,2
3087,31,3926,4688,2
3088,31,5911,5124,0
3089,31,4695,921,0
3090,31,1467,5396,2
3091,31,1935,2616,0
3092,31,4868,3746,2
3093,31,2192,3909,0
3094,31,463,2643,0
3095,31,2998,5911,2
3096,31,606,1781,0
3097,31,59,2196,0
3098,31,5098,5446,0
3099,31,1667,2324,2
3100,31,5124,4688,2
3101,31,1473,2447,2
3102,31,463,2192,2
3103,31,1256,445,1
3104,31,921,2567,0
3105,31,627,762,2
3106,31,5911,5583,0
3107,31,4045,4508,2
3108,31,4695,5396,2
3109,31,2610,2643,2
3110,31,737,3534,2
3111,31,1467,3909,2
3112,31,5608,4475,0
3113,31,3878,3180,2
3114,31,4232,1276,2
3115,31,2196,2616,0
3116,31,736,5844,2
3117,31,59,5098,0
3118,31,4803,4688,2
3119,31,5911,5583,0
3120,31,2324,2447,2
3121,31,463,5446,0
3122,31,5608,2610,0
3123,31,5339,5643,1
3124,31,4045,921,0
3125,31,2490,4695,2
3126,31,3180,3909,0
3127,31,1839,762,2
3128,31,2643,5396,2
3129,31,2567,4232,2
3130,31,4803,3510,2
3131,31,3878,3534,0
3132,31,2879,5339,1
3133,31,59,5098,2
3134,31,4508,186,2
3135,31,5849,1467,2
3136,31,4688,4045,0
3137,31,126,2234,0
3138,31,5396,5124,0
3139,31,2324,5608,0
3140,31,2447,5583,2
3141,31,2704,319,0
3142,31,239,2567,0
3143,31,736,1276,0
3144,31,4695,3180,0
3145,31,4803,5543,0
3146,31,3482,3510,2
3147,31,5849,1467,0
3148,31,126,4688,2
3149,31,2643,4261,0
3150,31,1260,762,0
3151,31,5124,5396,2
3152,31,3152,5608,2
3153,31,3878,5339,0
3154,31,239,2567,0
3155,31,3157,975,2
3156,31,2490,3909,2
3157,31,445,627,0
3158,31,3878,3155,1
3159,31,779,2447,2
3160,31,5904,1276,0
3161,31,2234,4045,2
3162,31,3180,4695,0
3163,31,1467,5849,2
3164,31,2704,4566,2
3165,31,2567,239,2
3166,31,126,2643,0
3167,31,5888,736,0
3168,31,4508,4400,0
3169,31,5396,463,0
3170,31,2324,5583,0
3171,31,5939,3482,2
3172,31,3729,5849,2
3173,31,4566,239,2
3174,31,5124,5752,0
3175,31,5888,463,2
3176,31,3909,5608,2
3177,31,1276,4748,2
3178,31,1467,4695,2
3179,31,3894,1256,2
3180,31,5583,736,0
3181,31,1039,4045,0
3182,31,639,2234,0
3183,31,2490,445,2
3184,31,2447,3878,0
3185,31,126,2324,2
3186,31,5124,1087,2
3187,31,921,3729,2
3188,31,2567,1595,2
3189,31,2820,3157,2
3190,31,4508,1550,0
3191,31,5752,239,2
3192,31,1467,4695,0
3193,31,463,762,0
3194,31,1916,1276,0
3195,31,3806,267,2
3196,31,5888,563,0
3197,31,5939,4485,0
3198,31,2665,5034,0
3199,31,3453,4973,2
3200,31,2944,4748,2
3201,31,3729,1087,2
3202,31,1256,5849,2
3203,31,1039,639,0
3204,31,445,2447,2
3205,31,3453,4973,2
3206,31,5124,2491,0
3207,31,4695,239,2
3208,31,5775,463,0
3209,31,5034,2665,2
3210,31,1916,1087,2
3211,31,2491,2196,0
3212,31,4390,5114,0
3213,31,5849,1256,0
3214,31,1411,2567,0
3215,31,4748,2944,0
3216,31,2234,736,0
3217,31,1276,5752,2
3218,31,4695,1730,0
3219,31,5888,563,0
3220,31,779,4220,2
3221,31,1072,639,0
3222,31,1916,1087,2
3223,31,3729,2431,0
3224,31,3806,267,2
3225,31,239,917,0
3226,31,126,2234,0
3227,31,2665,5775,0
3228,31,5939,4508,2
3229,31,2386,2328,2
3230,31,1039,2456,0
3231,31,3453,445,2
3232,31,5114,2081,2
3233,31,3155,168,2
3234,31,5752,4695,2
3235,31,5904,2081,2
3236,31,3854,2643,2
3237,31,1087,2234,0
3238,31,1072,1916,0
3239,31,639,4045,2
3240,31,917,239,2
3241,31,1595,2491,2
3242,31,5849,1730,2
3243,31,1256,736,0
3244,31,563,4303,0
3245,31,5849,1730,1
3246,31,3453,2386,0
3247,31,1477,5600,2
3248,31,5752,4390,2
3249,31,1087,1072,0
3250,31,2665,5775,2
3251,31,4695,3482,0
3252,31,4045,1276,0
3253,31,168,2328,0
3254,31,2234,1916,2
3255,31,1989,445,0
3256,31,1538,5756,2
3257,31,736,3812,1
3258,31,1039,2456,0
3259,31,2491,917,2
3260,31,239,59,0
3261,31,5752,3453,0
3262,31,1072,1087,2
3263,31,650,4485,2
3264,31,4303,5321,2
3265,31,3482,3221,0
3266,31,5600,166,2
3267,31,4695,4390,2
3268,31,1916,126,2
3269,31,267,4748,2
3270,31,5849,1730,0
3271,31,5405,1821,0
3272,31,2328,4045,2
3273,31,4748,126,0
3274,31,2456,2491,0
3275,31,3812,2234,2
3276,31,650,5600,0
3277,31,736,2054,2
3278,31,5557,1087,0
3279,31,3453,497,0
3280,31,4748,5805,0
3281,31,2568,4158,0
3282,31,255,267,0
3283,31,2789,5752,1
3284,31,3221,1916,0
3285,31,1730,4695,2
3286,31,2069,1550,2
3287,31,3762,5446,2
3288,31,4328,5405,2
3289,31,736,5600,2
3290,31,2456,2491,0
3291,31,4748,5805,0
3292,31,1039,1087,2
3293,31,5396,3453,0
3294,31,497,4739,2
3295,31,5060,5752,0
3296,31,255,5810,0
3297,31,4702,1276,0
3298,31,5034,5557,2
3299,31,650,422,0
3300,31,2054,3854,0
3301,31,4739,3453,0
3302,31,3812,2604,2
3303,31,2081,4695,2
3304,31,267,5506,2
3305,31,3635,445,0
3306,31,1087,1581,0
3307,31,5583,497,0
3308,31,239,5543,0
3309,31,3221,736,0
3310,31,255,3155,0
3311,31,3031,4485,0
3312,31,2944,1730,2
3313,31,3854,5810,2
3314,31,4273,5752,2
3315,31,650,126,2
3316,31,445,2166,2
3317,31,422,4739,2
3318,31,1581,1087,2
3319,31,5060,5557,2
3320,31,2456,576,0
3321,31,5396,1039,1
3322,31,4695,2081,0
3323,31,4328,255,2
3324,31,1064,5506,0
3325,31,606,4702,0
3326,31,2166,445,0
3327,31,5583,497,0
3328,31,2211,4302,0
3329,31,5810,4485,0
3330,31,1010,3031,2
3331,31,2166,3157,0
3332,31,255,4695,0
3333,31,3155,1160,2
3334,31,3635,3982,0
3335,31,126,4026,0
3336,31,1730,5045,0
3337,31,1581,3619,0
3338,31,3854,2021,2
3339,31,4302,4702,2
3340,31,445,5583,2
3341,31,4739,2487,0
3342,31,4914,1713,0
3343,31,4302,5543,1
3344,31,4045,3806,2
3345,31,497,606,2
3346,31,1256,2456,2
3347,31,5557,1039,1
3348,31,2166,255,2
3349,31,5752,5506,0
3350,31,1010,4748,2
3351,31,1730,126,2
3352,31,5060,3031,0
3353,31,3157,184,0
3354,31,1160,3619,2
3355,31,5129,2211,2
3356,31,2021,1477,0
3357,31,5543,4973,2
3358,31,70,3982,0
3359,31,255,4691,0
3360,31,2487,4045,0
3361,31,4613,2406,2
3362,31,1160,2021,1
3363,31,627,4302,2
3364,31,255,3635,1
3365,31,5060,1010,0
3366,31,3378,5061,2
3367,31,941,126,0
3368,31,445,4702,2
3369,31,3854,2940,2
3370,31,5506,2737,2
3371,31,4691,3517,2
3372,31,3806,4914,2
3373,31,3619,3157,2
3374,31,2456,1039,1
3375,31,4026,4045,2
3376,31,1601,4271,0
3377,31,5060,1010,0
3378,31,5805,2744,1
3379,31,3635,4302,0
3380,31,4702,2431,2
3381,31,802,2054,0
3382,31,1948,3854,0
3383,31,5061,5728,2
3384,31,5752,4613,0
3385,31,2665,5060,0
3386,31,1196,3517,2
3387,31,1039,4045,0
3388,31,4702,802,0
3389,31,941,126,2
3390,31,3619,5506,2
3391,31,5685,4026,0
3392,31,2789,2737,2
3393,31,2665,5060,0
3394,31,4261,3378,0
3395,31,2021,3517,2
3396,31,921,3157,2
3397,31,1948,2431,2
3398,31,2480,1313,0
3399,31,4114,4935,0
3400,31,4271,1601,2
3401,31,2108,4261,1
3402,31,3619,5506,0
3403,31,5205,5396,2
3404,31,126,5728,0
3405,31,4045,1039,2
3406,31,2940,2744,0
3407,31,4748,2737,0
3408,31,4702,1111,0
3409,31,5685,1256,0
3410,31,1781,2054,0
3411,31,5728,2789,0
3412,31,3157,3517,0
3413,31,1948,2021,0
3414,31,2129,3854,0
3415,31,941,2420,0
3416,31,1477,4303,1
3417,31,5782,4566,0
3418,31,4945,1004,0
3419,31,4045,126,2
3420,31,1039,2665,2
3421,31,1160,1030,0
3422,31,1313,2480,2
3423,31,3619,5321,2
3424,31,5396,5506,0
3425,31,4026,5376,1
3426,31,5543,2737,2
3427,31,5205,1015,2
3428,31,2431,5728,0
3429,31,4995,3157,0
3430,31,2420,4508,0
3431,31,5040,4702,2
3432,31,5034,126,2
3433,31,3619,1004,0
3434,31,4114,2874,1
3435,31,4547,2108,0
3436,31,1087,2665,2
3437,31,4691,1172,1
3438,31,2021,3451,2
3439,31,393,4945,2
3440,31,1396,5396,2
3441,31,1948,4748,2
3442,31,1160,1313,0
3443,31,3517,2406,0
3444,31,5321,475,2
3445,31,5761,3482,0
3446,31,184,2431,2
3447,31,2480,5728,2
3448,31,1266,3854,0
3449,31,1956,2062,0
3450,31,5035,4508,0
3451,31,1418,1868,0
3452,31,4995,126,0
3453,31,4688,2665,2
3454,31,5381,4557,1
3455,31,1160,3517,2
3456,31,5166,4114,2
3457,31,5125,5396,0
3458,31,5728,5761,2
3459,31,2431,3787,0
3460,31,1004,2638,2
3461,31,1396,432,2
3462,31,5040,258,0
3463,31,5557,1087,2
3464,31,4383,1948,2
3465,31,4576,2211,0
3466,31,4945,1418,2
3467,31,4547,4691,0
3468,31,2021,2108,0
3469,31,5321,1868,0
3470,31,1207,1332,2
3471,31,5396,5761,0
3472,31,2638,4271,2
3473,31,4024,656,0
3474,31,5887,3482,2
3475,31,5728,5125,2
3476,31,3517,4688,0
3477,31,126,4995,0
3478,31,1948,1196,0
3479,31,4249,4383,2
3480,31,5381,4114,2
3481,31,5035,4508,2
3482,31,2211,1087,2
3483,31,1418,4691,0
3484,31,1396,4945,0
3485,31,2108,2021,1
3486,31,5040,390,0
3487,31,1361,4271,0
3488,31,5302,656,0
3489,31,5546,5685,0
3490,31,5557,1087,2
3491,31,5506,2021,1
3492,31,2789,921,2
3493,31,2211,4688,2
3494,31,1207,5761,2
3495,31,1420,5061,0
3496,31,1948,5035,2
3497,31,5125,4576,0
3498,31,639,4685,0
3499,31,4249,4995,2
3500,31,1418,2054,0
3501,31,4383,4045,0
3502,31,2549,941,2
3503,31,1196,202,2
3504,31,4691,2940,2
3505,31,2211,4688,2
3506,31,1361,5035,2
3507,31,5546,656,0
3508,31,2252,1942,0
3509,31,2054,4995,2
3510,31,921,410,0
3511,31,390,5040,2
3512,31,4024,475,2
3513,31,5761,1948,1
3514,31,3483,598,2
3515,31,1304,4606,2
3516,31,2021,1118,0
3517,31,4261,5685,0
3518,31,5939,1868,0
3519,31,5557,1087,0
3520,31,5765,3867,0
3521,31,639,4685,0
3522,31,5302,4271,0
3523,31,1160,2108,0
3524,31,4688,5035,2
3525,31,1361,4691,0
3526,31,202,425,0
3527,31,4045,1138,0
3528,31,5040,410,0
3529,31,4261,3766,2
3530,31,4995,5583,0
3531,31,5506,2874,2
3532,31,5939,4685,0
3533,31,1160,2108,1
3534,31,976,4383,2
3535,31,2211,5546,0
3536,31,5817,4127,1
3537,31,4606,2414,0
3538,31,921,390,0
3539,31,4688,5035,0
3540,31,1667,5742,2
3541,31,5069,2054,0
3542,31,639,5765,2
3543,31,4487,3483,0
3544,31,1118,1745,2
3545,31,410,5939,2
3546,31,2874,4995,2
3547,31,2211,4695,2
3548,31,1087,5557,2
3549,31,5302,4271,0
3550,31,5498,5742,2
3551,31,4606,5817,0
3552,31,1160,976,0
3553,31,5583,4261,0
3554,31,4809,1784,0
3555,31,5035,1667,0
3556,31,1138,425,0
3557,31,639,2252,0
3558,31,2108,4685,1
3559,31,4688,202,0
3560,31,2874,4995,2
3561,31,1418,1667,0
3562,31,917,175,0
3563,31,1473,1004,0
3564,31,5693,4610,2
3565,31,1026,5761,2
3566,31,1087,5557,0
3567,31,390,921,1
3568,31,941,4695,2
3569,31,1112,4685,0
3570,31,5035,1207,0
3571,31,5939,1745,0
3572,31,2211,2549,0
3573,31,4691,1473,2
3574,31,4995,1087,2
3575,31,2940,2021,2
3576,31,4271,3509,0
3577,31,5583,1160,2
3578,31,237,2418,1
3579,31,4688,562,2
3580,31,1667,4188,0
3581,31,4409,1004,0
3582,31,2614,639,2
3583,31,175,4610,0
3584,31,917,1109,0
3585,31,1304,2108,1
3586,31,2874,3153,0
3587,31,1109,1942,1
3588,31,4610,4557,1
3589,31,1207,5035,2
3590,31,598,4695,2
3591,31,1112,4310,0
3592,31,2108,1109,2
3593,31,4695,3729,1
3594,31,4610,5693,2
3595,31,2021,4691,0
3596,31,3766,4557,0
3597,31,1004,2614,2
3598,31,5583,4995,2
3599,31,1745,5939,1
3600,31,4610,3766,2
3601,31,4610,5108,1
3602,31,5765,4798,0
3603,31,4271,1160,2
3604,31,2874,5799,0
3605,31,4130,4310,0
3606,31,639,237,0
3607,31,4702,2211,0
3608,31,1112,1207,2
3609,31,2211,4310,1
3610,31,5939,3766,2
3611,31,941,3729,0
3612,31,5583,2614,2
3613,31,3153,5200,2
3614,31,1942,2883,2
3615,31,5557,4995,0
3616,31,3766,3723,1
3617,31,2405,2874,0
3618,31,2108,4695,2
3619,31,5108,4610,2
3620,31,1109,1196,1
3621,31,1745,2825,0
3622,31,2883,3729,0
3623,31,5765,3512,0
3624,31,1126,4383,2
3625,31,1207,1112,2
3626,31,4798,1160,0
3627,31,1942,2614,2
3628,31,1138,2108,0
3629,31,5939,563,0
3630,31,3512,3729,2
3631,31,2665,5557,0
3632,31,2874,3766,2
3633,31,5583,5200,2
3634,31,639,5742,1
3635,31,969,1477,0
3636,31,1126,2883,2
3637,31,5108,1109,2
3638,31,1202,4310,2
3639,31,2405,175,0
3640,31,4610,1418,0
3641,31,941,4702,1
3642,31,1361,2456,0
3643,31,1745,5098,2
3644,31,4973,2614,2
3645,31,4782,563,2
3646,31,1138,5442,0
3647,31,1418,1321,0
3648,31,639,1126,2
3649,31,5442,2669,1
3650,31,2405,2248,0
3651,31,5442,2669,1
3652,31,4561,2485,2
3653,31,2108,5939,2
3654,31,4610,175,0
3655,31,4781,3729,1
3656,31,5498,2669,2
3657,31,3766,969,2
3658,31,2665,5557,1
3659,31,2874,5396,2
3660,31,5200,1477,1
3661,31,2456,5098,2
3662,31,4561,1321,0
3663,31,1100,4310,2
3664,31,2405,1942,0
3665,31,5108,4565,1
3666,31,2485,1418,2
3667,31,4951,4702,0
3668,31,4973,2954,0
3669,31,2238,4190,2
3670,31,2211,2883,2
